user_id,signup_date,last_active_date,plan_type,num_logins,num_features_used,avg_session_length,region,churned
1425,2021-02-16,2021-03-25,basic,13,2,8.8,EU,True
1426,2022-10-18,2022-11-10,premium,15,9,8.5,EU,True
1427,2021-09-26,2021-11-14,free,16,9,6.2,EU,True
1428,2022-01-05,2022-02-04,premium,15,6,11.8,EU,True
1429,2022-09-28,2022-12-22,free,11,6,5.8,EU,True
1430,2021-04-16,2021-11-20,free,19,4,6.1,NA,True
1431,2022-11-01,2022-11-14,premium,19,4,12.6,NA,True
1432,2022-10-21,2022-10-30,free,11,5,14.5,NA,True
1433,2022-10-19,2022-11-14,basic,17,3,9.8,APAC,True
1434,2021-04-30,2021-08-24,premium,19,1,6.3,NA,True
1435,2022-08-27,2022-11-15,free,10,1,7.9,NA,True
1436,2021-02-27,2021-03-08,basic,19,7,13.0,APAC,True
1437,2021-12-12,2022-07-25,premium,18,1,10.3,APAC,True
1438,2022-04-19,2022-09-06,free,13,1,9.7,EU,True
1439,2021-04-27,2021-04-29,premium,19,3,10.9,NA,True
1440,2021-05-07,2021-08-09,basic,18,10,9.9,NA,True
1441,2022-01-28,2022-06-09,basic,21,4,14.6,NA,True
1442,2022-10-03,2022-11-14,basic,16,4,7.8,NA,True
1443,2021-02-27,2021-03-05,free,13,2,7.4,NA,True
1444,2022-09-26,2022-10-03,premium,16,1,5.8,NA,True
1445,2022-05-28,2022-06-06,premium,17,3,8.4,APAC,True
1446,2021-04-06,2021-09-18,basic,23,4,6.7,NA,True
1447,2022-09-30,2023-05-05,basic,9,3,10.7,EU,False
1448,2021-04-28,2021-05-09,basic,15,8,10.1,EU,True
1449,2022-07-14,2022-08-07,basic,15,10,6.8,NA,True
1450,2022-08-24,2022-09-09,basic,16,1,11.8,EU,True
1451,2022-05-03,2022-05-21,basic,13,2,14.6,NA,True
1452,2021-08-25,2022-02-04,basic,21,7,11.1,NA,True
1453,2021-09-29,2021-11-04,basic,14,4,2.4,EU,True
1454,2021-07-08,2021-08-10,basic,16,8,16.0,NA,True
1455,2022-12-05,2022-12-28,free,7,3,12.2,APAC,True
1456,2022-03-23,2022-06-15,free,17,6,15.9,NA,True
1457,2022-08-04,2022-09-15,basic,12,9,13.3,EU,True
1458,2021-09-04,2022-01-04,basic,12,1,13.9,NA,True
1459,2021-03-17,2021-04-06,basic,27,1,10.6,NA,True
1460,2021-06-03,2021-10-20,basic,22,8,9.2,NA,True
1461,2022-10-18,2023-01-09,basic,20,3,11.1,EU,False
1462,2022-03-11,2022-03-21,basic,17,5,7.9,APAC,True
1463,2021-03-27,2021-05-14,free,19,1,11.3,APAC,True
1464,2022-11-28,2023-05-26,basic,18,5,2.1,NA,False
1465,2021-10-12,2022-05-30,basic,9,6,10.1,EU,True
1466,2021-08-08,2021-10-03,premium,6,8,14.0,EU,True
1467,2021-03-10,2021-05-07,basic,17,3,10.3,EU,True
1468,2021-02-16,2021-09-29,free,20,3,15.2,NA,True
1469,2021-04-04,2021-06-22,free,9,10,9.2,EU,True
1470,2022-03-29,2022-04-01,free,18,9,13.0,APAC,True
1471,2021-07-23,2022-02-27,basic,17,4,7.4,NA,True
1472,2021-08-06,2021-08-31,free,13,4,12.9,APAC,True
1473,2022-04-19,2022-07-05,basic,16,7,10.7,EU,True
1474,2022-03-08,2022-03-24,basic,17,2,9.3,NA,True
1475,2021-12-07,2021-12-10,free,17,8,2.3,NA,True
1476,2022-07-05,2022-08-07,basic,19,6,9.2,NA,True
1477,2022-09-04,2023-01-18,free,15,3,10.6,EU,False
1478,2021-10-16,2021-11-14,basic,17,9,12.5,APAC,True
1479,2021-09-11,2021-10-03,free,14,5,14.7,NA,True
1480,2021-12-23,2022-01-13,premium,10,8,16.1,APAC,True
1481,2021-01-23,2021-03-29,free,20,7,13.7,APAC,True
1482,2022-06-06,2023-05-05,premium,11,8,8.3,NA,False
1483,2021-04-10,2021-06-04,basic,11,7,9.1,APAC,True
1484,2021-06-29,2021-09-10,premium,18,3,12.2,APAC,True
1485,2021-08-11,2022-02-04,basic,14,2,11.6,EU,True
1486,2022-10-21,2022-12-28,basic,16,7,14.9,EU,True
1487,2022-03-18,2022-04-05,basic,15,3,17.4,APAC,True
1488,2022-08-31,2022-10-02,basic,12,3,16.8,EU,True
1489,2021-11-21,2021-12-24,basic,12,2,14.5,NA,True
1490,2022-05-31,2022-07-15,basic,10,4,11.6,APAC,True
1491,2021-01-16,2021-03-07,basic,18,8,14.0,EU,True
1492,2021-12-02,2022-04-25,free,19,1,15.0,EU,True
1493,2021-09-15,2021-10-23,free,12,1,9.6,NA,True
1494,2022-05-12,2022-07-07,basic,9,5,8.4,EU,True
1495,2021-06-09,2021-09-05,basic,16,5,7.7,NA,True
1496,2022-04-20,2022-06-01,basic,16,1,7.4,APAC,True
1497,2022-10-26,2023-04-07,basic,19,6,5.9,NA,False
1498,2022-11-21,2023-02-08,premium,16,1,10.7,NA,False
1499,2022-11-06,2022-12-07,free,23,5,7.0,NA,True
1500,2022-01-15,2022-05-07,free,17,9,7.6,NA,True
